Country,Country_pt,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Kenya,Kenya,Africa,2004,50.8,81,431.137,0.69,73,28,22.3,73,73,3.45,1160,35.64,8.7,8.6,5.7,0,1,53.5,4773,1646,355,5614,14313,545,3079,4008,131263,48,16501,26239,21649,20436,212,2294,55,25501,201,12532,139,3839,2867,643,5428,3475,5414,8937,13844,620,1184
Kenya,Kenya,Africa,2005,48,76.3,402.62,0.88,76,28,22.4,70,76,3.19,1196,36.62,8.6,8.5,5.8,0,1,54.7,4895,1685,368,5541,11866,558,3422,4038,124634,51,16734,27294,22004,20550,222,2384,26,25630,209,13213,307,3958,2960,673,5359,3626,5655,9351,14447,637,1239
Kenya,Kenya,Africa,2006,45.7,72,374.103,0.86,80,28,22.5,77,80,2.92,1239,37.65,8.5,8.4,5.9,0,1,56.1,5006,1725,380,5500,9688,590,3585,4059,115366,54,16935,28244,22240,20709,231,2442,212,25941,216,13945,280,4076,3054,696,5325,3741,5853,9727,15005,653,1284
Kenya,Kenya,Africa,2007,43.7,68,345.5865,1.2,81,28,22.6,76,81,2.73,1287,38.71,8.4,8.3,6,0,1,57.5,5116,1766,393,5409,8480,598,3551,4066,104536,56,17149,29093,22494,20713,239,2487,39,26414,222,14604,566,4192,3152,729,5241,3873,6037,10091,15544,671,1330
Kenya,Kenya,Africa,2008,41.4,63.5,324.2835,1.32,88,28,22.7,88,88,2.33,1255,39.79,8.3,8.2,6,0,1,58.8,5113,1812,405,5218,7374,602,4098,4057,95338,59,17366,29924,22451,20642,247,2516,65,26306,227,15287,1876,4300,3250,767,5056,3975,6195,10447,16063,685,1366
Kenya,Kenya,Africa,2009,40.4,59.9,302.9805,1.17,88,28,22.8,89,88,2.21,1261,40.9,8.2,8.1,6.1,0,1,59.9,5189,1863,418,5162,5962,622,3906,4087,87459,62,17573,30792,22610,20657,254,2568,36,26573,234,16101,326,4432,3367,803,5004,4059,6365,10788,16561,758,1411
Kenya,Kenya,Africa,2010,39.3,57.4,281.6775,1.52,90,28,22.8,90,90,2.04,1326,42.03,8.2,8,6.1,0,1,61,5348,1925,433,5313,3585,653,3948,4116,80975,65,17656,31578,23073,20729,262,2633,224,26592,238,17166,169,4590,3502,821,5156,4182,6508,11129,17043,732,1440
Kenya,Kenya,Africa,2011,38.5,55.5,260.375,1.47,96,28,22.9,97,96,1.8,1357,43.18,8.1,7.9,6.2,0,1,61.9,4573,1999,451,5451,1961,671,4100,4116,75359,68,17676,32573,23044,20836,271,2705,33,26325,240,17798,130,4766,3651,835,5293,4315,6674,11384,17593,762,1464
Kenya,Kenya,Africa,2012,38.2,54.1,239.072,1.49,94,28,23,94,94,1.69,1382,44.34,8,7.8,6.2,0,1,62.7,4518,2069,468,5334,1719,672,4298,4016,70882,70,17578,33418,22709,20747,279,2750,73,25212,239,18350,327,4913,3775,829,5178,4351,6782,11536,17962,770,1472
Kenya,Kenya,Africa,2013,37.4,52.3,233.9175,1.53,93,28,23.1,94,87,1.54,1397,45.52,7.9,7.7,6.3,0,1,63.4,4494,2138,484,5282,3077,659,4299,3974,68558,73,17568,34118,22485,20565,284,2779,128,24361,237,18896,707,5039,3897,817,5128,4361,6869,11633,18254,778,1471
Kenya,Kenya,Africa,2014,36.4,50.6,228.7625,1.45,92,28,23.2,93,92,1.36,1430,46.7,7.8,7.7,6.3,0,1,64.1,4494,2207,500,5184,4103,640,4365,3861,66147,75,17692,34946,22249,20379,291,2817,0,23094,240,19431,354,5177,4029,819,5033,4379,6966,11737,18553,783,1468
Kenya,Kenya,Africa,2015,35.2,48.9,223.608,1.65,89,28,23.3,83,89,1.15,1465,47.88,7.8,7.6,6.3,0,1,64.8,4460,2291,519,5025,4772,637,4441,3828,61486,77,17714,35817,21841,20007,298,2859,82,21907,241,19977,516,5331,4166,815,4875,4319,7061,11846,18841,783,1465
Mexico,México,North America,2000,23.8,28.4,129.6625,5.16,97,98,26.7,97,97,0.15,8862,98.9,2,1.9,6.7,0,1,74.3,533,19798,4205,6974,2,2372,23459,1070,5300,474,2521,146828,20894,15390,4048,7170,53,4679,144,91814,23,61729,62551,466,6238,19885,33364,39202,61011,944,245
Mexico,México,North America,2001,22.8,27.1,127.9115,5.02,97,99,26.8,97,97,0.15,8703,100.3,1.9,1.9,6.8,0,1,74.7,651,13293,2858,7452,4,2802,13013,1328,5575,459,2796,101969,17266,22358,4014,5274,55,5280,155,70588,7,42426,42249,527,6604,19683,25203,32067,47855,920,235
Mexico,México,North America,2002,21.9,26,126.16,4.92,97,89,26.9,98,97,0.15,8581,101.68,1.9,1.8,7,0,1,74.9,793,9819,2190,9226,7,3235,12929,1531,4854,502,3793,86807,18952,28260,4696,4436,184,7961,207,60780,21,34530,27900,613,8062,18777,21596,29767,43144,1005,235
Mexico,México,North America,2003,21,24.9,125.2595,5.01,98,96,27,98,98,0.15,8587,103.08,1.9,1.8,7.1,0,1,75.1,497,17797,3690,7055,3,2473,23246,1159,5603,421,2510,128171,19142,17831,3787,6395,32,4552,133,82363,30,52328,55721,466,6344,19591,30183,35306,54911,917,267
Mexico,México,North America,2004,20.2,23.9,124.359,5,98,97,27.1,98,98,0.15,8801,104.51,1.8,1.8,7.4,0,1,75.2,530,16367,3479,7309,3,2705,21227,1217,5694,425,2668,121289,18659,19304,3802,6189,206,4677,134,79007,88,48948,52750,495,6569,20368,29249,34581,53152,954,269
Mexico,México,North America,2005,19.5,22.9,123.4585,5.03,98,97,27.2,98,98,0.15,8878,106.01,1.8,1.7,7.6,0,1,75.3,637,13986,2956,7292,3,2800,12566,1293,5786,454,2715,104445,17191,21560,3957,5458,71,5052,130,71827,30,42645,44973,518,6520,19918,25701,32407,48644,922,239
Mexico,México,North America,2006,18.8,22.1,122.558,5.2,98,91,27.2,98,98,0.16,9143,107.56,1.8,1.7,8,0,1,75.3,590,14811,3178,7360,3,2861,15954,1315,5988,456,2780,111701,17780,20781,3918,5852,50,4937,133,75631,27,45466,49078,515,6587,20683,27288,34084,51359,953,248
Mexico,México,North America,2007,18.2,21.3,121.657,4.24,98,85,27.3,98,98,0.15,9214,109.17,1.7,1.7,8,0,1,75.3,697,11464,2545,8403,5,2998,12379,1487,5280,483,3287,96254,17572,25184,4391,4897,55,6412,140,66271,2,39678,35304,564,7335,19171,23830,31406,46031,936,233
Mexico,México,North America,2008,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8,0,1,75.2,569,15623,3384,7425,3,2840,19183,1385,5847,442,2771,118559,18608,20038,3873,6160,52,4840,134,78836,5,48131,52013,514,6658,21010,28730,35062,53312,1046,268
Mexico,México,North America,2009,17,19.9,119.005,4.37,95,92,27.5,95,95,0.16,8569,112.46,1.7,1.6,8.2,0,1,75.1,744,10326,2271,8811,7,3096,12312,1459,5060,492,3562,88486,18036,27196,4603,4526,41,7291,134,61870,13,35435,30100,588,7689,18599,21930,29840,43410,961,231
Mexico,México,North America,2010,16.4,19.2,117.679,4.05,93,91,27.5,95,95,0.16,8879,114.09,1.6,1.6,8,0,1,75.1,663,12688,2790,7818,4,2844,12516,1413,5386,477,2943,101217,17455,23303,4135,5187,100,5737,134,69741,2,42518,40035,543,6865,19601,25135,32283,47806,941,235
Mexico,México,North America,2011,15.9,18.5,116.3525,4,98,97,27.6,97,97,0.16,9076,115.7,1.6,1.6,8.4,0,1,75,516,18605,3952,7227,2,2455,23303,1139,5460,445,2569,137676,20206,17019,3895,6791,220,4650,139,87008,102,56724,59238,469,6477,19919,32047,37382,58155,936,266
Mexico,México,North America,2012,15.4,17.9,115.0265,3.86,99,92,27.7,99,99,0.16,9280,117.27,1.6,1.5,8.6,0,1,75,675,12033,2627,7982,5,2862,11859,1407,5381,476,3028,97149,17323,24189,4227,4951,91,5997,149,67109,1,40445,36988,545,6993,19060,24129,31223,46064,914,229
Mexico,México,North America,2013,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9,504,17059,3551,7118,3,2568,23227,1162,5711,421,2579,123652,18725,18570,3764,6270,149,4576,141,79957,241,49998,53714,483,6406,19792,29432,34604,53547,941,267
Mexico,México,North America,2014,14.4,16.8,112.2355,3.94,84,95,27.8,87,87,0.16,9426,120.36,1.6,1.5,8.4,0,1,74.9,526,19229,4096,7114,2,2407,22587,1134,5311,455,2544,143034,20798,16170,4010,7027,54,4660,141,89821,38,59888,60822,458,6364,19895,32846,38330,59660,937,253
Mexico,México,North America,2015,13.9,16.2,110.8405,4.24,82,96,27.9,87,87,0.16,9617,121.86,1.5,1.5,8.6,0,1,74.9,714,10885,2408,8608,6,3045,12302,1489,5171,482,3418,92538,17721,26183,4498,4713,72,6799,161,64169,4,37679,32663,577,7513,18881,22888,30639,44736,945,234
New Zealand,Nova Zelândia,Oceania,2000,6.1,7.4,85.7,8.83,90,86,26.7,82,90,0.02,30863,3.86,0.3,0.3,11.6,1,0,78.6,30,1145,236,9,0,63,67,6,21,39,23,11070,518,144,36,532,2,15,5,7559,0,643,475,8,6,519,1894,217,757,28,2
New Zealand,Nova Zelândia,Oceania,2001,5.9,7.2,82.092,8.69,90,86,26.8,82,90,0.02,31745,3.88,0.3,0.3,11.6,1,0,78.7,31,1192,249,9,0,60,61,4,15,42,21,11223,519,138,38,540,2,16,5,7613,0,651,508,7,6,506,1954,222,776,28,2
New Zealand,Nova Zelândia,Oceania,2002,5.8,7,82.496,9.09,89,86,26.9,84,90,0.03,32657,3.95,0.3,0.3,11.6,1,0,78.8,28,1244,261,10,0,62,72,7,13,45,21,11334,526,144,39,539,2,18,6,7469,0,661,538,8,6,495,1977,231,804,28,1
New Zealand,Nova Zelândia,Oceania,2003,5.7,6.9,81.649,8.92,89,86,27,86,90,0.03,33475,4.03,0.3,0.3,11.6,1,0,79.1,27,1266,264,10,0,59,66,6,12,46,22,11019,513,139,40,543,5,20,6,7784,0,651,557,9,6,485,1944,228,785,26,1
New Zealand,Nova Zelândia,Oceania,2004,5.6,6.7,78.037,9.17,88,86,27.1,87,89,0.03,34310,4.09,0.3,0.3,11.6,1,0,79.5,27,1299,271,9,0,57,59,5,15,47,22,10854,518,139,42,544,13,23,5,7945,0,639,579,9,6,472,1928,230,795,26,1
New Zealand,Nova Zelândia,Oceania,2005,5.5,6.6,77.0035,9.32,87,86,27.2,89,89,0.03,35052,4.13,0.3,0.3,11.7,1,0,79.9,25,1335,274,10,0,57,69,6,14,49,20,10566,514,129,43,545,0,27,6,8000,0,627,596,8,7,455,1885,231,790,25,1
New Zealand,Nova Zelândia,Oceania,2006,5.4,6.5,74.797,9.36,87,86,27.3,89,89,0.03,35625,4.18,0.3,0.3,11.7,1,0,80,24,1382,283,10,0,56,67,8,17,49,20,10462,531,132,44,541,4,34,6,8148,0,621,622,8,7,441,1889,236,810,24,1
New Zealand,Nova Zelândia,Oceania,2007,5.3,6.4,75.011,9.2,88,86,27.4,88,88,0.04,36363,4.22,0.3,0.3,11.8,1,0,80.2,24,1434,293,11,0,58,63,11,12,53,19,10425,550,137,45,544,1,46,6,8377,0,618,652,9,8,443,1915,243,835,25,1
New Zealand,Nova Zelândia,Oceania,2008,5.2,6.3,73.0145,9.48,90,86,27.5,89,89,0.04,35655,4.26,0.3,0.3,11.8,1,0,80.4,19,1482,303,11,0,58,64,7,8,54,18,10388,571,141,48,543,11,55,6,8544,0,612,673,10,8,432,1943,249,859,26,1
New Zealand,Nova Zelândia,Oceania,2009,5.2,6.2,71.942,9.24,93,86,27.6,92,92,0.04,35252,4.3,0.3,0.3,11.9,1,0,80.7,18,1526,308,12,0,57,74,10,10,55,18,10259,595,147,49,537,7,64,7,8643,0,592,685,9,9,416,1929,253,879,25,1
New Zealand,Nova Zelândia,Oceania,2010,5.1,6.1,69.92,9.62,90,86,27.6,93,93,0.04,35394,4.35,0.3,0.3,12,1,0,80.7,17,1579,314,12,0,56,61,7,15,56,17,10225,630,155,51,534,1,70,7,8727,0,570,691,9,10,399,1933,254,891,23,1
New Zealand,Nova Zelândia,Oceania,2011,5,6,70.233,9.45,95,86,27.7,95,95,0.04,35916,4.38,0.3,0.3,12,1,0,80.9,17,1641,327,13,0,56,59,7,10,57,17,10420,688,147,53,531,188,78,7,8951,0,567,717,9,10,378,1982,263,927,22,1
New Zealand,Nova Zelândia,Oceania,2012,4.9,5.9,67.5135,9.17,93,85,27.8,93,93,0.03,36521,4.41,0.3,0.3,12.1,1,0,81.2,15,1694,337,13,0,53,59,7,12,57,16,10438,728,143,53,531,2,82,7,9117,0,558,734,9,10,366,2009,268,944,22,1
New Zealand,Nova Zelândia,Oceania,2013,4.8,5.8,66.5335,9.12,93,86,27.8,92,92,0.03,37219,4.44,0.3,0.3,12.1,1,0,81.4,13,1737,342,13,0,52,59,7,11,56,16,10316,744,139,53,518,4,81,7,9228,0,551,748,8,10,341,2018,269,954,22,1
New Zealand,Nova Zelândia,Oceania,2014,4.7,5.7,68,8.98,93,86,27.9,93,93,0.03,38002,4.52,0.4,0.3,12.2,1,0,81.4,13,1794,354,14,0,51,52,5,17,57,16,10558,786,146,55,514,3,87,7,9464,0,558,782,8,11,340,2085,276,983,22,1
New Zealand,Nova Zelândia,Oceania,2015,4.6,5.5,67,8.68,92,87,28,92,92,0.03,38631,4.61,0.4,0.3,12.4,1,0,81.5,12,1846,359,14,0,51,57,6,7,58,17,10673,816,123,56,512,5,85,7,9592,0,557,803,8,11,344,2120,277,996,22,1
Nicaragua,Nicarágua,Central America and Caribbean,2000,31.4,38.5,196.9585,3.58,83,83,25.8,85,83,0.16,1445,5.07,2.2,2.1,5.1,0,1,69.5,60,514,169,201,0,168,465,71,275,8,161,6375,1118,970,318,332,77,294,3,3397,0,1395,2490,22,199,596,1121,1170,1705,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2001,29.9,36.5,193.7615,3.48,87,83,25.9,89,87,0.14,1466,5.15,2.2,2.1,5.2,0,1,69.9,57,529,173,189,0,174,463,72,341,9,157,6578,1107,926,343,351,18,270,3,3535,0,1462,2673,23,187,643,1145,1251,1794,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2002,28.5,34.6,190.565,3.46,85,83,26,85,85,0.14,1456,5.22,2.2,2.1,5.2,0,1,70.3,48,586,184,161,0,179,430,69,498,10,153,7135,1063,825,374,370,15,225,4,3841,5,1623,3082,23,159,733,1208,1450,2014,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2003,27.2,32.9,186.2505,3.72,86,83,26.1,86,86,0.13,1472,5.29,2.1,2,5.3,0,1,70.6,121,435,135,284,4,172,476,90,153,9,223,5660,1116,1269,248,320,29,526,3,2841,0,1060,1724,22,282,551,890,924,1435,25,8
Nicaragua,Nicarágua,Central America and Caribbean,2004,26,31.3,181.9365,3.75,79,83,26.2,80,79,0.13,1529,5.36,2.1,2,5.4,0,1,70.9,54,545,177,177,1,176,451,70,399,9,154,6755,1090,886,358,357,9,253,3,3636,0,1504,2818,23,175,677,1171,1325,1877,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2005,24.9,29.9,177.622,3.65,86,83,26.3,87,86,0.13,1573,5.44,2,1.9,5.5,0,1,71.2,152,411,121,325,5,170,439,96,111,9,237,5306,1104,1383,222,310,3,651,3,2611,0,954,1471,24,323,548,782,835,1322,26,9
Nicaragua,Nicarágua,Central America and Caribbean,2006,23.9,28.5,173.308,3.64,88,83,26.4,88,88,0.13,1616,5.51,2,1.9,5.6,0,1,71.4,163,397,113,346,7,166,417,97,93,9,243,5028,1101,1446,209,300,16,731,3,2474,0,894,1318,26,344,542,725,783,1256,28,8
Nicaragua,Nicarágua,Central America and Caribbean,2007,22.9,27.3,168.994,3.77,93,83,26.5,93,93,0.13,1675,5.59,2,1.9,5.7,0,1,71.7,84,487,161,212,0,176,494,79,217,9,185,6242,1159,1048,305,346,30,348,3,3267,0,1317,2273,22,210,596,1072,1093,1624,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2008,22,26.1,166.1845,3.59,97,83,26.5,97,97,0.12,1709,5.67,1.9,1.8,5.8,0,1,71.9,194,383,106,360,9,164,404,94,78,9,253,4791,1117,1521,206,294,9,822,3,2341,2,856,1191,27,358,544,688,746,1201,29,8
Nicaragua,Nicarágua,Central America and Caribbean,2009,21.1,24.9,163.375,3.32,98,83,26.6,99,98,0.12,1630,5.75,1.9,1.8,5.9,0,1,72.2,51,564,181,168,1,176,438,68,447,9,152,6951,1081,863,365,358,32,239,3,3727,0,1553,2947,23,166,698,1196,1387,1945,23,7
Nicaragua,Nicarágua,Central America and Caribbean,2010,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6,0,1,72.4,136,423,129,303,5,173,465,89,132,9,230,5490,1103,1320,239,318,1,585,3,2724,1,1002,1621,23,302,554,836,885,1384,25,9
Nicaragua,Nicarágua,Central America and Caribbean,2011,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7,96,453,143,242,1,162,485,76,192,8,190,5670,1130,1177,266,305,0,427,3,2938,0,1119,1885,65,240,530,955,968,1474,23,8
Nicaragua,Nicarágua,Central America and Caribbean,2012,18.7,22,154.948,3.6,98,83,26.9,99,98,0.11,1851,5.98,1.8,1.7,6.3,0,1,73,91,472,154,224,0,168,492,80,205,9,190,6044,1154,1107,283,323,198,386,3,3130,0,1233,2088,22,223,559,1024,1029,1551,23,8
Nicaragua,Nicarágua,Central America and Caribbean,2013,18,21.1,152.7925,3.55,98,83,27,99,98,0.11,1916,6.06,1.8,1.7,6.4,0,1,73.2,108,447,145,266,3,177,494,90,175,9,221,5938,1149,1225,271,337,7,481,3,3003,0,1148,1885,22,264,576,964,982,1508,24,8
Nicaragua,Nicarágua,Central America and Caribbean,2014,17.3,20.2,150.6365,3.54,98,83,27.1,99,98,0.11,1982,6.14,1.8,1.7,6.5,0,1,73.4,81,500,165,207,0,175,489,78,229,9,174,6325,1153,1005,316,348,1,319,3,3354,0,1366,2404,23,205,609,1098,1139,1673,23,8
Nicaragua,Nicarágua,Central America and Caribbean,2015,16.6,19.4,148.4805,3.72,98,83,27.2,99,98,0.11,2050,6.22,1.8,1.7,6.5,0,1,73.6,45,606,190,153,1,168,397,61,543,10,144,7260,1039,795,358,340,3,217,4,3866,0,1642,3100,21,152,691,1236,1465,2033,23,6
Nigeria,Nigéria,Africa,2000,109.8,182.9,406.369,11.47,29,64,22.3,31,29,1.39,1451,122.28,14.3,14.4,5.2,0,1,46.3,51685,6395,1719,11924,212123,3554,10596,17263,91616,124,71501,142398,215544,166039,830,5876,36,273848,884,43405,3553,15961,13777,3561,11334,15229,20129,28957,50641,3541,5179
Nigeria,Nigéria,Africa,2001,106.8,177.3,408.9835,11.17,29,64,22.4,36,27,1.29,1499,125.39,14.1,14.1,5.2,0,1,46.5,52027,6595,1782,11977,221139,3557,10783,17960,99303,127,71286,141888,216216,170248,846,6036,200,272987,896,44569,1155,16317,14129,3598,11373,15536,20422,29733,51745,3607,5162
Nigeria,Nigéria,Africa,2002,103.8,171.5,411.5985,11.09,29,64,22.5,40,25,1.21,1685,128.6,13.8,13.8,5.2,0,1,46.8,53195,6962,1890,11629,226408,3617,9492,18725,104701,132,70036,142175,216774,175409,869,6198,0,268973,966,46497,2101,16937,14684,3674,11038,16012,20931,30913,53662,3664,4836
Nigeria,Nigéria,Africa,2003,100.8,165.9,406.792,11.33,29,64,22.5,42,29,1.15,1764,131.9,13.5,13.6,5.2,0,1,47.2,53916,7262,1964,11390,235380,3690,9554,19295,108081,138,68360,140179,215409,179486,890,6325,16,262567,908,48197,1027,17415,15123,3712,10806,16341,21239,31846,55084,3714,4508
Nigeria,Nigéria,Africa,2004,97.8,160.3,401.9865,11.33,29,64,22.6,43,33,1.1,1878,135.32,13.2,13.2,5.2,0,1,47.7,54092,7635,2064,10589,236937,3658,11327,19914,109749,144,65773,138269,213336,182540,915,6455,94,256236,907,50181,1445,17873,15493,3758,10018,16690,21580,32887,56738,3778,4210
Nigeria,Nigéria,Africa,2005,95,155,397.18,11.24,18,64,22.7,45,36,1.05,1948,138.87,12.9,12.9,5.2,0,1,48.3,54266,7992,2163,9651,243827,3679,9720,20274,109023,150,61754,136056,208505,185687,931,6542,60,248877,897,51932,360,18145,15586,3769,9105,16867,21792,33850,58188,3811,3948
Nigeria,Nigéria,Africa,2006,92.3,150.1,392.374,11.18,27,64,22.8,46,40,0.95,2013,142.54,12.6,12.6,5.2,0,1,48.8,56924,8385,2279,9620,257505,3837,9940,20344,105000,155,58881,135125,210683,189061,947,6658,40,254013,909,53931,589,18539,15873,3916,9063,17447,22119,34803,59910,3986,3810
Nigeria,Nigéria,Africa,2007,89.8,145.6,387.5675,11.04,42,64,22.8,54,42,0.88,2090,146.34,12.3,12.3,5.2,0,1,49.4,57314,8602,2342,9382,267368,3883,10074,20349,100730,161,55797,133656,208401,192018,961,6814,91,253568,909,55609,628,18828,16026,3954,8823,17720,22170,35595,61219,4142,3678
Nigeria,Nigéria,Africa,2008,87.7,141.7,383.7715,10.79,41,64,22.9,60,53,0.85,2173,150.27,12,11.9,5.2,0,1,49.9,56276,8938,2447,8850,280604,3745,10124,19930,95773,165,52577,133744,202257,194666,966,6883,0,246594,892,57021,913,19065,16136,3870,8301,17507,22244,35955,61813,3986,3501
Nigeria,Nigéria,Africa,2009,85.9,138.3,379.9755,10.58,63,64,22.9,66,63,0.79,2286,154.32,11.7,11.6,5.2,0,1,50.4,59349,9213,2533,8663,276715,3733,10223,20001,89799,172,51184,135318,199250,197097,987,7122,31,243669,895,59145,2668,19485,16430,3857,8110,17658,22529,36699,62992,4004,3400
Nigeria,Nigéria,Africa,2010,84.3,135.5,376.179,5.22,49,64,23,54,54,0.75,2404,158.5,11.3,11.2,5.2,0,1,50.9,55105,9527,2623,8385,266638,3663,11174,19991,87236,182,49386,137026,194723,199507,1017,7346,40,240708,893,61627,1497,19988,16694,4029,7832,17801,22820,37704,64449,3994,3300
Nigeria,Nigéria,Africa,2011,83,133.1,372.383,4.99,46,64,23,48,48,0.73,2464,162.81,11,1.9,5.5,0,1,51.3,53692,9874,2719,7995,254072,3509,11819,20254,86006,195,47775,139912,189770,201486,1054,7517,185,228309,884,64551,1650,20621,17019,3782,7449,17997,23125,38456,65727,3960,3205
Nigeria,Nigéria,Africa,2012,81.9,131.1,368.587,4.73,42,64,23.1,42,42,0.7,2501,167.23,1.7,1.6,5.7,0,1,51.8,52126,10209,2828,7943,239886,3563,11269,20112,82793,208,47582,143645,189640,203428,1091,7612,378,221382,893,67786,3091,21336,17483,3808,7389,18358,23577,39274,67301,4009,3128
Nigeria,Nigéria,Africa,2013,81,129.4,364.4625,4.45,46,64,23.1,41,46,0.62,2597,171.77,1.4,1.2,5.9,0,1,52.2,52141,10472,2917,7542,227310,3458,12037,19685,77539,220,48787,146744,191077,204573,1123,7613,19,215679,910,70387,6260,21835,17827,3809,6984,18610,23880,39606,68184,4042,3040
Nigeria,Nigéria,Africa,2014,80.1,127.9,360.3385,4.45,49,64,23.2,40,49,0.58,2688,176.4,1.1,9.9,5.9,0,1,52.7,52114,10623,2945,7149,218689,3443,12925,19240,74814,229,50413,148499,192397,203887,1141,7552,15,210178,934,72209,14156,22171,18290,3789,6593,18723,23860,39342,68129,4049,2935
Nigeria,Nigéria,Africa,2015,79.3,126.4,356.2145,4.51,49,64,23.2,42,49,0.58,2687,181.14,9.8,9.7,6,0,1,53.1,48484,10918,3025,7025,204672,3399,12648,18644,75930,236,50844,153963,192033,203212,1145,7499,94,203706,947,73971,14635,22565,18731,3779,6467,19053,23953,38674,67489,4069,2807
Pakistan,Paquistão,Asia,2000,84.6,107.8,188.328,0.015,64,33,22.5,61,62,0.13,1029,142.34,22.2,22.6,3.3,0,1,62.8,25780,8123,3209,14369,4945,3325,13384,18007,1043,762,74408,275938,80657,283108,1665,13938,102,99408,407,133173,8105,32859,33559,2484,9201,15877,76536,37068,53403,2587,8790
Pakistan,Paquistão,Asia,2001,82.6,105,186.6995,0.014,64,33,22.6,63,65,0.13,1039,145.98,22,22.4,3.5,0,1,63.1,25486,8288,3277,14289,8828,3310,13706,17901,1244,790,72198,281008,79711,283513,1701,14138,2186,97611,427,136615,11537,34391,34575,2500,9141,16171,76884,37671,54116,2492,8809
Pakistan,Paquistão,Asia,2002,80.9,102.4,185.0715,0.014,64,33,22.7,64,68,0.13,1040,149.55,21.8,22.2,3.8,0,1,63.3,27762,7543,2837,14512,5431,3568,10942,17881,512,469,83871,244193,85192,263707,1405,12078,257,109718,352,109200,115,22465,24977,2279,9348,13142,75951,32741,48364,2508,10313
Pakistan,Paquistão,Asia,2003,79.3,100.2,183.668,0.014,63,33,22.8,66,67,0.13,1074,153.09,21.6,22,4,0,1,63.5,25319,7870,3095,12407,3946,2997,12804,18097,804,702,77007,266758,77098,281495,1596,13447,911,94786,370,125500,2150,30181,31501,2251,7602,14762,76093,35523,51479,2424,8548
Pakistan,Paquistão,Asia,2004,77.9,98.1,182.265,0.014,65,33,22.9,67,65,0.13,1129,156.66,21.4,21.8,4.3,0,1,63.7,20160,8920,3537,15264,4013,3500,14225,17593,2075,852,69453,300309,77903,279914,1834,15219,762,92577,426,149631,5527,38504,37657,2649,9642,17400,78672,39779,56752,2656,8842
Pakistan,Paquistão,Asia,2005,76.6,96.3,180.861,0.039,65,33,23,63,77,0.13,1175,160.3,21.2,21.7,4.5,0,1,64,25164,7994,3150,13845,3163,3254,13418,18159,913,734,76179,271526,80081,283620,1632,13729,249,98703,391,129673,4676,31519,32623,2412,8699,15446,76380,36354,52532,2549,8730
Pakistan,Paquistão,Asia,2006,75.4,94.5,179.458,0.034,78,32,23.1,58,78,0.13,1217,164.02,21,21.5,4.4,0,1,64.2,27691,7568,2873,14388,4323,3437,11251,18272,529,510,83958,248933,84981,270655,1443,12423,90,107011,470,111979,150,23718,26045,2307,9196,13577,76225,33287,48962,2531,10102
Pakistan,Paquistão,Asia,2007,74.1,92.7,178.0545,0.034,75,33,23.2,54,75,0.13,1247,167.81,2.8,21.3,4.4,0,1,64.4,27299,7584,2905,13388,4158,3325,11435,18531,554,557,84263,253098,84269,275729,1476,12708,329,104517,562,114605,274,25088,27469,2307,8495,13894,76291,33626,49344,2570,9783
Pakistan,Paquistão,Asia,2008,72.8,90.9,175.0925,0.036,65,34,23.2,53,62,0.13,1239,171.65,2.7,21.1,4.4,0,1,64.7,25279,8456,3340,14575,9551,3278,13772,17702,1477,805,71953,286459,78627,280869,1734,14355,511,96761,423,139633,5833,35429,35323,2505,9225,16381,77313,38202,54827,2517,8731
